,PID,Gender,Sex_orient,Age,Pol_party,Pol_Id,Pol_Id_forced,Know_LGB,Know_trans,Religiosity,State,Rel_lib_marriage,Trans_bath,LG_job_discrim,LG_couple_adopt,Sum_Policies,Feel_therm_LG,Feel_therm_trans,Feel_therm_mean,Gov_pol_party_2020,Overall_rel
5988,5989,1,1,80,,2,,1,2,1,IL,0,0,1,1,2,100,50,75,Democrat,0.51
8092,8093,2,,63,,1,,1,2,2,IL,0,0,1,1,2,100,50,75,Democrat,0.51
644,645,1,1,41,,3,,2,2,4,IL,0,0,1,1,2,70,85,77.5,Democrat,0.51
3296,3297,2,1,42,,2,,1,2,5,IL,0,0,1,1,2,80,75,77.5,Democrat,0.51
6506,6507,1,1,40,,4,2,1,2,2,IL,0,0,1,1,2,80,80,80,Democrat,0.51
7631,7632,2,1,63,,1,,1,2,1,IL,0,0,1,1,2,75,85,80,Democrat,0.51
654,655,2,1,53,,,2,1,2,4,IL,0,0,1,1,2,85,85,85,Democrat,0.51
760,761,1,1,39,,3,,1,2,4,IL,0,0,1,1,2,85,85,85,Democrat,0.51
2358,2359,2,1,71,,,1,2,2,3,IL,0,0,1,1,2,85,85,85,Democrat,0.51
2516,2517,1,2,26,,2,,1,2,5,IL,0,0,1,1,2,100,70,85,Democrat,0.51
3396,3397,1,1,53,,2,,1,2,5,IL,0,0,1,1,2,85,85,85,Democrat,0.51
3487,3488,2,1,28,,2,,2,2,4,IL,0,0,1,1,2,85,85,85,Democrat,0.51
3741,3742,2,1,46,1,4,1,1,2,4,IL,0,0,1,1,2,85,85,85,Democrat,0.51
4265,4266,1,1,22,,3,,1,2,5,IL,0,0,1,1,2,70,100,85,Democrat,0.51
4591,4592,2,1,65,,4,1,1,2,1,IL,0,0,1,1,2,85,85,85,Democrat,0.51
4825,4826,2,1,72,,4,1,2,2,1,IL,0,0,1,1,2,85,85,85,Democrat,0.51
5502,5503,1,1,18,,3,,1,2,3,IL,0,0,1,1,2,80,90,85,Democrat,0.51
5740,5741,1,1,76,,,1,2,2,4,IL,0,0,1,1,2,85,85,85,Democrat,0.51
6071,6072,2,1,50,,4,1,1,1,1,IL,0,0,1,1,2,85,85,85,Democrat,0.51
6460,6461,1,2,41,,2,,1,2,3,IL,0,0,1,1,2,85,85,85,Democrat,0.51
6935,6936,1,1,74,,2,,1,2,4,IL,0,0,1,1,2,100,70,85,Democrat,0.51
7182,7183,2,1,25,,2,,1,2,5,IL,0,0,1,1,2,90,80,85,Democrat,0.51
7845,7846,1,1,54,,2,,1,2,4,IL,0,0,1,1,2,100,70,85,Democrat,0.51
8086,8087,2,1,42,,4,1,1,1,2,IL,0,0,1,1,2,85,85,85,Democrat,0.51
8100,8101,1,1,22,,,2,2,2,5,IL,0,0,1,1,2,85,85,85,Democrat,0.51
1523,1524,2,1,49,,2,,1,2,4,IL,0,0,1,1,2,85,90,87.5,Democrat,0.51
2295,2296,1,2,60,,2,,1,1,2,IL,0,0,1,1,2,90,85,87.5,Democrat,0.51
1226,1227,1,1,53,,2,,1,1,5,IL,0,0,1,1,2,100,80,90,Democrat,0.51
1727,1728,2,1,28,,2,,1,1,3,IL,0,0,1,1,2,90,90,90,Democrat,0.51
3334,3335,1,1,23,,2,,1,2,4,IL,0,0,1,1,2,95,85,90,Democrat,0.51
6560,6561,1,2,30,,2,,1,2,5,IL,0,0,1,1,2,90,90,90,Democrat,0.51
142,143,2,1,55,,,2,1,1,4,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
260,261,1,2,27,,2,,1,2,5,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
851,852,2,1,49,,2,,1,2,3,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
1681,1682,1,1,63,,1,,2,2,5,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
2486,2487,1,1,66,,6,,1,2,3,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
2607,2608,2,1,51,,2,,1,2,4,IL,0,0,1,1,2,90,95,92.5,Democrat,0.51
2820,2821,1,1,37,,5,,1,1,5,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
4035,4036,2,1,70,,,1,1,2,3,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
4346,4347,2,1,44,,5,,1,2,2,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
6191,6192,2,1,65,,2,,1,2,2,IL,0,0,1,1,2,100,85,92.5,Democrat,0.51
6571,6572,1,1,49,,2,,1,1,3,IL,0,0,1,1,2,85,100,92.5,Democrat,0.51
7399,7400,1,1,23,,3,,2,2,5,IL,0,0,1,1,2,100,90,95,Democrat,0.51
174,175,2,1,72,,2,,1,1,3,IL,0,0,1,1,2,100,100,100,Democrat,0.51
1015,1016,2,3,24,,,2,1,2,5,IL,0,0,1,1,2,100,100,100,Democrat,0.51
1105,1106,2,1,57,,2,,2,1,1,IL,0,0,1,1,2,100,100,100,Democrat,0.51
1193,1194,2,1,34,,4,1,1,2,1,IL,0,0,1,1,2,100,100,100,Democrat,0.51
1338,1339,2,1,44,,2,,1,2,3,IL,0,0,1,1,2,100,100,100,Democrat,0.51
1617,1618,2,1,41,,4,1,1,2,1,IL,0,0,1,1,2,100,100,100,Democrat,0.51
1849,1850,2,1,73,,2,,1,1,5,IL,0,0,1,1,2,100,100,100,Democrat,0.51
2142,2143,1,1,22,,1,,1,1,5,IL,0,0,1,1,2,100,100,100,Democrat,0.51
2959,2960,2,1,48,,4,1,1,2,1,IL,0,0,1,1,2,100,100,100,Democrat,0.51
3428,3429,2,1,54,,2,,1,1,5,IL,0,0,1,1,2,100,100,100,Democrat,0.51
3635,3636,2,3,37,,1,,1,1,5,IL,0,0,1,1,2,100,100,100,Democrat,0.51
3636,3637,1,1,43,,2,,1,2,5,IL,0,0,1,1,2,100,100,100,Democrat,0.51
3875,3876,2,1,62,,2,,1,2,3,IL,0,0,1,0,1,100,100,100,Democrat,0.51
3956,3957,2,1,34,,3,,2,2,3,IL,0,0,1,0,1,100,100,100,Democrat,0.51
4390,4391,2,1,33,,2,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
4514,4515,2,1,65,,2,,1,2,4,IL,0,0,1,0,1,100,100,100,Democrat,0.51
4668,4669,1,1,73,,5,,2,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
4773,4774,2,1,27,,4,1,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
4910,4911,1,1,38,,1,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
5308,5309,2,3,21,,2,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
5530,5531,1,1,33,,,2,1,2,1,IL,0,0,1,0,1,100,100,100,Democrat,0.51
5863,5864,2,3,19,,3,,1,2,2,IL,0,0,1,0,1,100,100,100,Democrat,0.51
6133,6134,2,3,26,,2,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
6350,6351,2,1,30,,2,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
6603,6604,1,1,28,,1,,1,1,3,IL,0,0,1,0,1,100,100,100,Democrat,0.51
6779,6780,2,1,67,,3,,2,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
7292,7293,1,1,21,,2,,1,1,4,IL,0,0,1,0,1,100,100,100,Democrat,0.51
7374,7375,1,1,53,,2,,1,2,4,IL,0,0,1,0,1,100,100,100,Democrat,0.51
7482,7483,2,1,80,,2,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
7898,7899,1,1,35,,2,,1,2,5,IL,0,0,1,0,1,100,100,100,Democrat,0.51
7901,7902,2,1,28,,4,1,2,2,4,IL,0,,1,0,1,50,50,50,Democrat,0.51
5983,5984,1,1,62,,2,,1,2,4,IL,0,,1,0,1,60,50,55,Democrat,0.51
4355,4356,2,1,57,,4,2,2,2,2,IL,0,,1,0,1,100,85,92.5,Democrat,0.51
6689,6690,1,1,80,,4,,1,2,1,IL,,,1,0,1,0,0,0,Democrat,0.51
112,113,1,1,71,,4,,2,2,3,IL,,,1,0,1,100,100,100,Democrat,0.51
5430,5431,1,1,65,,4,2,2,2,2,IL,1,1,0,0,2,0,0,0,Democrat,0.51
6598,6599,1,1,76,,6,,2,2,1,IL,1,1,0,0,2,0,0,0,Democrat,0.51
693,694,2,1,69,,6,,2,2,1,IL,1,1,0,0,2,15,0,7.5,Democrat,0.51
2406,2407,1,1,73,,6,,2,2,3,IL,1,1,0,0,2,0,15,7.5,Democrat,0.51
888,889,1,1,74,,6,,1,2,5,IL,1,1,0,0,2,15,15,15,Democrat,0.51
6604,6605,1,1,57,,5,,1,2,2,IL,1,1,0,0,2,30,15,22.5,Democrat,0.51
971,972,2,1,50,,,1,2,2,3,IL,1,1,0,0,2,50,15,32.5,Democrat,0.51
2561,2562,1,1,44,,7,,1,2,2,IL,1,1,0,0,2,50,25,37.5,Democrat,0.51
3105,3106,1,1,76,,6,,1,2,1,IL,1,1,0,0,2,50,30,40,Democrat,0.51
1273,1274,1,1,53,,5,,1,2,1,IL,1,1,0,0,2,50,50,50,Democrat,0.51
1568,1569,1,1,28,,5,,2,2,4,IL,1,1,0,0,2,50,50,50,Democrat,0.51
3172,3173,2,1,41,,5,,1,2,2,IL,1,1,0,0,2,50,50,50,Democrat,0.51
4052,4053,1,1,37,,7,,1,2,1,IL,1,1,0,0,2,50,50,50,Democrat,0.51
6248,6249,1,1,50,,3,,1,2,2,IL,1,1,0,0,2,50,50,50,Democrat,0.51
784,785,2,1,26,,4,2,1,2,3,IL,1,1,0,0,2,60,50,55,Democrat,0.51
4257,4258,1,1,80,,,2,1,2,4,IL,1,1,0,0,2,60,50,55,Democrat,0.51
1386,1387,2,1,59,,6,,2,2,3,IL,1,1,0,0,2,60,60,60,Democrat,0.51
1857,1858,1,1,27,,4,1,1,2,5,IL,1,1,0,0,2,70,60,65,Democrat,0.51
7990,7991,1,1,45,,1,,1,1,1,IL,1,1,0,0,2,100,100,100,Democrat,0.51
2327,2328,1,1,62,,4,2,,,2,IL,1,0,0,0,1,0,0,0,Democrat,0.51
114,115,1,1,57,,3,,2,2,2,IL,1,0,0,0,1,30,0,15,Democrat,0.51
1328,1329,2,1,62,,5,,1,2,5,IL,1,0,0,0,1,50,70,60,Democrat,0.51
4375,4376,2,1,,,4,2,1,2,5,IL,1,0,0,0,1,70,60,65,Democrat,0.51
4738,4739,2,1,18,,,2,2,2,1,IL,0,1,0,0,1,0,0,0,Democrat,0.51
3888,3889,2,1,80,,6,,1,2,1,IL,0,1,0,0,1,15,15,15,Democrat,0.51
4980,4981,2,1,28,,6,,2,2,2,IL,0,1,0,0,1,50,50,50,Democrat,0.51
7260,7261,2,1,64,,5,,1,2,2,IL,0,1,0,0,1,50,50,50,Democrat,0.51
4730,4731,2,1,24,,2,,2,2,5,IL,0,0,0,,0,,,,Democrat,0.51
7428,7429,2,1,,,4,2,2,2,1,IL,1,1,,,2,50,50,50,Democrat,0.51
2809,2810,1,1,69,,6,,2,2,1,IN,1,1,1,1,4,2,10,6,Republican,0.54
3190,3191,1,1,56,,6,,1,2,1,IN,1,1,1,1,4,15,5,10,Republican,0.54
3153,3154,2,1,64,,,2,2,2,2,IN,1,1,1,1,4,30,0,15,Republican,0.54
283,284,2,1,58,,7,,2,2,1,IN,1,1,1,1,4,50,0,25,Republican,0.54
5581,5582,2,1,64,,6,,2,2,3,IN,1,1,1,1,4,40,15,27.5,Republican,0.54
2162,2163,2,1,53,,6,,2,2,1,IN,1,1,1,1,4,30,40,35,Republican,0.54
721,722,2,1,55,,1,,2,2,3,IN,1,1,1,1,4,30,50,40,Republican,0.54
1370,1371,2,1,30,,5,,1,1,1,IN,1,1,1,1,4,40,40,40,Republican,0.54
382,383,1,1,39,,6,,1,2,1,IN,1,1,1,1,4,40,45,42.5,Republican,0.54
2337,2338,1,1,64,,5,,2,2,1,IN,1,1,1,1,4,50,40,45,Republican,0.54
3338,3339,1,1,69,,6,,2,2,3,IN,1,1,1,1,4,50,40,45,Republican,0.54
7841,7842,1,1,23,,6,,1,2,1,IN,1,1,1,1,4,40,50,45,Republican,0.54
8033,8034,1,1,59,,4,2,1,2,1,IN,1,1,1,1,4,40,50,45,Republican,0.54
327,328,1,1,62,,7,,2,2,1,IN,1,1,1,1,4,50,50,50,Republican,0.54
561,562,1,1,64,,5,,1,2,3,IN,1,1,1,1,4,50,50,50,Republican,0.54
996,997,1,1,51,,,2,2,2,2,IN,1,1,1,1,4,50,50,50,Republican,0.54
1245,1246,1,1,72,,6,,1,1,1,IN,1,1,1,1,4,40,60,50,Republican,0.54
1812,1813,2,1,42,,4,1,1,2,2,IN,1,1,1,1,4,50,50,50,Republican,0.54
2004,2005,1,1,72,,6,,1,2,3,IN,1,1,1,1,4,50,50,50,Republican,0.54
2434,2435,2,1,71,,6,,2,2,1,IN,1,1,1,1,4,50,50,50,Republican,0.54
2908,2909,1,1,73,,4,1,1,2,2,IN,1,1,1,1,4,50,50,50,Republican,0.54
3893,3894,2,1,38,,5,,1,2,1,IN,1,1,1,1,4,50,50,50,Republican,0.54
4641,4642,1,1,18,,4,2,1,2,5,IN,1,1,1,1,4,50,50,50,Republican,0.54
4859,4860,2,1,47,,4,2,1,2,5,IN,1,1,1,1,4,50,50,50,Republican,0.54
5837,5838,1,1,67,,6,,2,2,1,IN,1,1,1,1,4,50,50,50,Republican,0.54
6438,6439,1,1,31,,6,,1,2,4,IN,1,1,1,1,4,50,50,50,Republican,0.54
7576,7577,1,1,47,,6,,1,2,3,IN,1,1,1,1,4,50,50,50,Republican,0.54
8246,8247,2,1,27,,,2,2,2,2,IN,1,1,1,1,4,50,50,50,Republican,0.54
2009,2010,1,1,27,,6,,2,2,2,IN,1,1,1,1,4,60,50,55,Republican,0.54
6391,6392,2,1,73,,3,,2,2,1,IN,1,1,1,1,4,50,60,55,Republican,0.54
5616,5617,2,1,42,,4,1,1,2,3,IN,1,1,1,1,4,60,60,60,Republican,0.54
6447,6448,1,1,47,,5,,2,2,3,IN,1,1,1,1,4,60,60,60,Republican,0.54
2654,2655,1,1,65,,6,,2,2,1,IN,1,1,1,1,4,70,60,65,Republican,0.54
345,346,2,1,76,,6,,1,1,1,IN,1,1,1,1,4,70,70,70,Republican,0.54
3240,3241,1,1,72,,4,2,2,2,4,IN,1,1,1,1,4,70,70,70,Republican,0.54
6690,6691,1,1,67,,4,2,1,2,5,IN,1,1,1,1,4,90,50,70,Republican,0.54
6893,6894,2,1,42,,4,2,1,2,5,IN,1,1,1,1,4,70,70,70,Republican,0.54
7809,7810,2,1,57,,2,,1,2,4,IN,1,1,1,1,4,70,70,70,Republican,0.54
2391,2392,2,1,70,,6,,1,1,1,IN,1,1,1,1,4,75,75,75,Republican,0.54
2751,2752,1,1,64,,6,,2,2,1,IN,1,1,1,1,4,85,70,77.5,Republican,0.54
277,278,1,1,39,,3,,1,2,4,IN,1,1,1,1,4,90,80,85,Republican,0.54
7080,7081,2,1,36,,5,,1,2,1,IN,1,1,1,1,4,85,85,85,Republican,0.54
3657,3658,1,1,54,,4,2,2,2,1,IN,1,1,1,1,4,100,100,100,Republican,0.54
3866,3867,1,1,69,,,2,2,2,2,IN,1,0,1,1,3,5,30,17.5,Republican,0.54
2825,2826,1,1,74,,,2,2,2,2,IN,1,0,1,1,3,30,30,30,Republican,0.54
7175,7176,2,1,80,,4,2,2,2,2,IN,1,0,1,1,3,40,40,40,Republican,0.54
620,621,1,1,64,,5,,1,2,1,IN,1,0,1,1,3,50,40,45,Republican,0.54
2099,2100,2,1,65,,5,,1,1,2,IN,1,0,1,1,3,50,50,50,Republican,0.54
2336,2337,1,1,71,,3,,1,2,2,IN,1,0,1,1,3,50,50,50,Republican,0.54
4058,4059,2,1,30,,6,,2,2,5,IN,1,0,1,1,3,50,50,50,Republican,0.54
5259,5260,2,1,65,,3,,2,2,2,IN,1,0,1,1,3,60,40,50,Republican,0.54
5569,5570,1,1,40,,4,2,1,2,4,IN,1,0,1,1,3,50,50,50,Republican,0.54
5810,5811,1,1,29,,4,2,1,2,3,IN,1,0,1,1,3,50,50,50,Republican,0.54
7467,7468,2,1,19,,,2,1,2,1,IN,1,0,1,1,3,50,50,50,Republican,0.54
5876,5877,2,1,39,,4,1,1,1,1,IN,1,0,1,1,3,70,40,55,Republican,0.54
5989,5990,2,1,65,,6,,2,2,1,IN,1,0,1,1,3,60,50,55,Republican,0.54
1724,1725,1,1,69,,2,,2,2,5,IN,1,0,1,1,3,70,60,65,Republican,0.54
5798,5799,1,1,80,,5,,2,2,1,IN,1,0,1,1,3,60,70,65,Republican,0.54
630,631,2,3,58,,3,,1,2,3,IN,1,0,1,1,3,70,70,70,Republican,0.54
4690,4691,2,1,29,,3,,1,2,1,IN,1,0,1,1,3,70,70,70,Republican,0.54
2741,2742,2,1,24,,4,1,1,2,1,IN,1,0,1,1,3,85,70,77.5,Republican,0.54
1054,1055,2,1,61,,5,,1,2,1,IN,1,0,1,1,3,100,70,85,Republican,0.54
4014,4015,1,1,31,,3,,1,2,4,IN,1,0,1,1,3,85,85,85,Republican,0.54
5638,5639,1,1,,,4,2,1,2,3,IN,1,0,1,1,3,85,85,85,Republican,0.54
6956,6957,2,3,,,2,,2,2,5,IN,1,0,1,1,3,100,85,92.5,Republican,0.54
223,224,1,1,31,,,1,2,2,5,IN,1,0,1,1,3,100,100,100,Republican,0.54
2884,2885,2,1,66,,1,,1,2,5,IN,1,0,1,1,3,100,100,100,Republican,0.54
2951,2952,1,2,29,,2,,1,1,5,IN,1,0,1,1,3,100,100,100,Republican,0.54
4817,4818,1,1,43,,,1,2,1,5,IN,1,0,1,1,3,100,100,100,Republican,0.54
7448,7449,2,1,48,,2,,1,2,4,IN,1,0,1,1,3,100,100,100,Republican,0.54
1016,1017,1,1,80,,6,,2,2,2,IN,1,,1,1,3,50,50,50,Republican,0.54
5629,5630,2,1,69,,,1,1,2,4,IN,1,,1,1,3,70,50,60,Republican,0.54
3295,3296,1,1,41,,4,2,1,2,1,IN,0,1,1,1,3,50,0,25,Republican,0.54
6305,6306,2,1,59,,4,2,1,2,3,IN,0,1,1,1,3,50,0,25,Republican,0.54
735,736,1,1,33,,6,,2,2,5,IN,0,1,1,1,3,50,30,40,Republican,0.54
433,434,2,1,57,,4,2,1,2,2,IN,0,1,1,1,3,50,50,50,Republican,0.54
636,637,2,1,53,,5,,1,2,1,IN,0,1,1,1,3,60,40,50,Republican,0.54
5399,5400,2,1,47,,4,2,2,2,5,IN,0,1,1,1,3,50,50,50,Republican,0.54
7821,7822,1,1,54,,,2,1,2,4,IN,0,1,1,1,3,50,50,50,Republican,0.54
744,745,2,1,68,,4,1,2,2,3,IN,0,1,1,1,3,60,60,60,Republican,0.54
6442,6443,2,1,59,,5,,1,2,1,IN,0,1,1,1,3,70,50,60,Republican,0.54
3743,3744,1,1,50,,3,,1,2,2,IN,0,1,1,1,3,70,60,65,Republican,0.54
3932,3933,2,1,21,,,2,2,2,2,IN,0,1,1,1,3,70,60,65,Republican,0.54
7212,7213,2,1,61,,4,2,1,1,4,IN,0,1,1,1,3,70,70,70,Republican,0.54
1653,1654,1,1,77,,,1,1,1,1,IN,0,1,1,1,3,75,70,72.5,Republican,0.54
8001,8002,2,1,66,,5,,1,2,1,IN,0,1,1,1,3,100,50,75,Republican,0.54
2301,2302,2,1,25,,,2,1,2,2,IN,0,1,1,1,3,85,70,77.5,Republican,0.54
4079,4080,2,1,41,,2,,1,2,1,IN,0,1,1,1,3,85,70,77.5,Republican,0.54
2963,2964,1,1,49,,6,,1,2,3,IN,0,1,1,1,3,85,85,85,Republican,0.54
5301,5302,1,1,68,,3,,1,2,3,IN,0,1,1,1,3,85,85,85,Republican,0.54
1007,1008,1,1,43,,3,,1,2,5,IN,0,1,1,1,3,100,90,95,Republican,0.54
1621,1622,1,1,53,,4,2,1,2,1,IN,0,0,1,1,2,0,0,0,Republican,0.54
7741,7742,2,3,32,,,1,1,2,3,IN,0,0,1,1,2,50,0,25,Republican,0.54
3468,3469,2,1,50,,4,2,1,1,5,IN,0,0,1,1,2,50,50,50,Republican,0.54
4182,4183,2,1,54,,5,,1,2,5,IN,0,0,1,1,2,50,50,50,Republican,0.54
6231,6232,1,1,27,1,2,,1,2,4,IN,0,0,1,1,2,50,50,50,Republican,0.54
4698,4699,1,1,77,,2,,2,1,4,IN,0,0,1,1,2,60,60,60,Republican,0.54
7144,7145,1,1,27,,,2,1,2,2,IN,0,0,1,1,2,60,60,60,Republican,0.54
6766,6767,1,1,52,,,2,2,2,1,IN,0,0,1,1,2,60,70,65,Republican,0.54
7445,7446,1,1,49,,4,1,1,1,4,IN,0,0,1,1,2,65,70,67.5,Republican,0.54
2332,2333,2,1,78,,5,,2,2,3,IN,0,0,1,1,2,70,70,70,Republican,0.54
2677,2678,1,1,36,,2,,2,2,2,IN,0,0,1,1,2,90,50,70,Republican,0.54
6337,6338,1,1,63,,3,,1,2,5,IN,0,0,1,1,2,70,70,70,Republican,0.54
6998,6999,2,1,73,,2,,1,1,4,IN,0,0,1,1,2,70,70,70,Republican,0.54
4796,4797,2,1,24,,2,,1,2,3,IN,0,0,1,1,2,85,60,72.5,Republican,0.54
5295,5296,2,1,78,,,1,1,2,1,IN,0,0,1,1,2,60,85,72.5,Republican,0.54
3748,3749,2,1,51,,1,,1,2,3,IN,0,0,1,1,2,100,50,75,Republican,0.54
4341,4342,1,1,36,,2,,1,2,4,IN,0,0,1,1,2,75,75,75,Republican,0.54
2104,2105,2,1,56,,2,,2,2,4,IN,0,0,1,1,2,85,70,77.5,Republican,0.54
5298,5299,1,,,,6,,1,2,1,IN,0,0,1,1,2,85,70,77.5,Republican,0.54
8030,8031,2,1,60,,4,2,1,2,3,IN,0,0,1,1,2,85,70,77.5,Republican,0.54
3970,3971,2,1,80,,3,,1,2,2,IN,0,0,1,1,2,80,80,80,Republican,0.54
1864,1865,1,3,49,,2,,1,1,5,IN,0,0,1,1,2,85,80,82.5,Republican,0.54
3112,3113,2,1,39,,,2,1,2,1,IN,0,0,1,1,2,85,85,85,Republican,0.54
6097,6098,2,1,64,,3,,1,2,3,IN,0,0,1,1,2,85,85,85,Republican,0.54
7744,7745,2,1,23,,5,,2,2,4,IN,0,0,1,1,2,85,85,85,Republican,0.54
7776,7777,1,1,55,,5,,1,2,3,IN,0,0,1,1,2,85,85,85,Republican,0.54
2122,2123,2,1,41,,1,,1,1,3,IN,0,0,1,1,2,90,85,87.5,Republican,0.54
2890,2891,2,3,28,,2,,1,2,5,IN,0,0,1,1,2,85,100,92.5,Republican,0.54
3276,3277,2,1,75,,2,,1,1,5,IN,0,0,1,1,2,100,85,92.5,Republican,0.54
3411,3412,2,1,71,,2,,1,2,3,IN,0,0,1,1,2,100,85,92.5,Republican,0.54
5634,5635,2,1,53,,2,,1,1,1,IN,0,0,1,1,2,100,85,92.5,Republican,0.54
6555,6556,1,1,34,,1,,1,2,4,IN,0,0,1,1,2,85,100,92.5,Republican,0.54
7156,7157,1,1,35,,3,,1,1,2,IN,0,0,1,1,2,85,100,92.5,Republican,0.54
7222,7223,2,1,56,,4,1,1,2,2,IN,0,0,1,1,2,100,85,92.5,Republican,0.54
4003,4004,2,1,43,,2,,1,1,3,IN,0,0,1,1,2,95,98,96.5,Republican,0.54
84,85,2,3,44,,3,,1,1,3,IN,0,0,1,1,2,100,100,100,Republican,0.54
340,341,2,1,38,,1,,1,1,5,IN,0,0,1,1,2,100,100,100,Republican,0.54
434,435,2,1,71,,2,,1,2,2,IN,0,0,1,1,2,100,100,100,Republican,0.54
1038,1039,1,1,37,,2,,1,2,1,IN,0,0,1,1,2,100,100,100,Republican,0.54
2189,2190,2,1,69,,5,,1,2,3,IN,0,0,1,1,2,100,100,100,Republican,0.54
2567,2568,2,1,77,,,2,1,2,4,IN,0,0,1,1,2,100,100,100,Republican,0.54
3091,3092,1,1,66,,4,2,1,2,1,IN,0,0,1,1,2,100,100,100,Republican,0.54
4776,4777,2,1,32,,1,,1,2,5,IN,0,0,1,0,1,100,100,100,Republican,0.54
4938,4939,2,3,24,,1,,1,2,3,IN,0,0,1,0,1,100,100,100,Republican,0.54
5013,5014,2,3,25,,2,,1,1,4,IN,0,0,1,0,1,100,100,100,Republican,0.54
5262,5263,1,1,49,,2,,1,2,5,IN,0,0,1,0,1,100,100,100,Republican,0.54
8067,8068,2,1,60,,2,,1,1,2,IN,0,0,1,0,1,100,100,100,Republican,0.54
8095,8096,2,1,47,,,1,1,1,3,IN,0,0,1,0,1,100,100,100,Republican,0.54
8183,8184,2,1,51,,3,,1,1,5,IN,0,0,1,0,1,100,100,100,Republican,0.54
3876,3877,1,1,60,,,2,2,2,4,IN,0,0,1,0,1,,,,Republican,0.54
4809,4810,1,1,80,,7,,1,2,5,IN,0,,1,0,1,70,50,60,Republican,0.54
2862,2863,2,1,57,,4,1,2,2,1,IN,0,,1,0,1,85,50,67.5,Republican,0.54
104,105,1,1,36,,6,,2,2,1,IN,1,1,0,0,2,0,0,0,Republican,0.54
2617,2618,2,1,56,,6,,2,2,1,IN,1,1,0,0,2,0,0,0,Republican,0.54
6132,6133,1,1,80,,7,,2,2,1,IN,1,1,0,0,2,5,5,5,Republican,0.54
7577,7578,1,1,79,,6,,2,2,2,IN,1,1,0,0,2,0,50,25,Republican,0.54
1257,1258,2,1,61,,,2,2,2,1,IN,1,1,0,0,2,50,30,40,Republican,0.54
1135,1136,2,1,78,,7,,2,2,1,IN,1,1,0,0,2,40,50,45,Republican,0.54
3124,3125,2,1,23,,6,,2,2,1,IN,1,1,0,0,2,40,50,45,Republican,0.54
5556,5557,1,1,41,,6,,1,2,2,IN,1,1,0,0,2,60,30,45,Republican,0.54
976,977,1,1,62,,6,,2,2,3,IN,1,1,0,0,2,50,50,50,Republican,0.54
1482,1483,1,1,32,,7,,1,2,1,IN,1,1,0,0,2,50,50,50,Republican,0.54
3140,3141,1,1,55,,6,,1,2,5,IN,1,1,0,0,2,50,50,50,Republican,0.54
3208,3209,1,1,51,,,2,1,2,1,IN,1,1,0,0,2,50,50,50,Republican,0.54
8173,8174,1,1,29,,,1,2,2,5,IN,1,1,0,0,2,50,50,50,Republican,0.54
7427,7428,2,,62,,7,,2,2,1,IN,1,1,0,0,2,70,50,60,Republican,0.54
5326,5327,2,1,56,,5,,1,2,1,IN,1,1,0,0,2,100,60,80,Republican,0.54
295,296,1,1,53,,6,,1,2,2,IN,1,1,0,0,2,,,,Republican,0.54
3382,3383,2,1,66,,4,2,2,2,5,IN,1,1,0,0,2,,,,Republican,0.54
1158,1159,2,1,61,,6,,2,2,1,IN,1,0,0,0,1,50,50,50,Republican,0.54
6381,6382,2,1,34,,4,2,1,2,4,IN,1,0,0,0,1,50,50,50,Republican,0.54
2050,2051,1,1,59,,3,,1,2,2,IN,0,1,0,0,1,85,85,85,Republican,0.54
75,76,1,1,21,,,2,2,2,4,IN,0,0,0,0,0,0,0,0,Republican,0.54
3490,3491,1,1,27,,,2,2,2,3,IN,0,0,0,0,0,0,0,0,Republican,0.54
3571,3572,2,1,30,,1,,2,2,3,IN,0,0,0,0,0,0,0,0,Republican,0.54
203,204,2,1,70,,4,2,1,2,3,IN,0,0,0,0,0,50,40,45,Republican,0.54
5979,5980,1,1,39,,,1,,,4,IN,0,0,0,,0,,,,Republican,0.54
6422,6423,2,1,65,,2,,,,1,IN,,1,0,,1,1,1,1,Republican,0.54
2827,2828,2,1,63,2,6,,2,2,1,KS,1,1,1,1,4,10,10,10,Democrat,0.55
2136,2137,1,1,57,2,7,,1,2,1,KS,1,1,1,1,4,15,15,15,Democrat,0.55
7127,7128,1,1,72,2,6,,2,2,2,KS,1,1,1,1,4,15,15,15,Democrat,0.55
